Dakar,Bern,4.41,60.57,50.64
Bratislava,Houston,19.3,15.01,23.98
Jakarta,Pretoria,28.93,43.74,55.04
Brasilia,Dublin,55.66,8.65,38.15
Vienna,Skopje,74.05,66.2,73.16
Prague,Zagreb,85.94,95.75,8.46
Miami,Denver,82.59,40.68,72.26
Denver,Vilnius,72.53,82.56,61.45
Seoul,Sofia,2.91,20.0,0.95
Vilnius,Casablanca,60.97,38.11,63.92
Denver,Sofia,47.94,26.0,92.67
Manila,Ljubljana,13.69,84.03,34.47
Bern,Tokyo,64.75,13.42,19.97
Vilnius,Sydney,61.43,89.98,28.96
Cairo,Casablanca,26.63,67.82,81.21
Bern,Sarajevo,4.18,31.46,15.85
Chicago,Tallinn,65.02,20.58,22.77
Accra,Jakarta,12.17,95.3,61.25
Vienna,Manila,40.18,37.36,98.29
Bern,Nairobi,48.18,76.24,12.5
Bratislava,Yerevan,22.88,88.05,57.26
Munich,Helsinki,31.26,14.1,50.47
Detroit,Tallinn,86.74,56.15,14.22
Brasilia,Sofia,42.64,93.72,57.87
Manila,Bratislava,15.71,56.11,88.75
Munich,Denver,20.24,3.73,35.42
Sarajevo,Dakar,30.51,66.46,59.88
Lisbon,Budapest,2.53,93.83,14.03
Lagos,Beijing,16.33,96.85,22.69
Sofia,Stockholm,26.11,7.98,86.24
Nairobi,Prague,58.03,70.44,8.79
Yerevan,Havana,11.6,90.91,19.1
Oslo,Athens,83.17,58.71,80.4
Lima,Munich,3.46,73.31,53.84
Brasilia,Kampala,57.83,0.71,27.88
Ottawa,Yerevan,33.79,11.89,6.12
Madrid,Hanoi,10.19,20.89,82.45
Kampala,Nairobi,93.32,8.42,40.53
Sydney,Brussels,49.3,67.61,70.4
Toronto,Sarajevo,48.36,31.75,89.14
Seoul,Vilnius,26.02,26.25,23.45
Moscow,Cairo,37.84,46.79,79.36
Madrid,Brasilia,36.68,83.29,58.28
Lagos,Podgorica,52.4,73.26,48.07
Madrid,Sofia,91.41,78.16,24.3
Tallinn,Beijing,33.55,67.28,8.84
Manila,Zagreb,38.07,83.86,4.89
Tallinn,Accra,12.68,99.76,46.68
Riga,Chicago,54.16,8.02,6.98
Jakarta,Casablanca,59.71,27.72,84.58
Cairo,Riga,54.11,63.08,46.0
Denver,Sofia,99.76,15.54,86.38
Sarajevo,Cairo,88.81,6.32,91.21
Maputo,Detroit,87.76,84.82,71.94
Tokyo,Cairo,87.19,80.73,96.09
Vienna,Jakarta,47.68,14.54,0.1
Moscow,Kampala,40.3,78.81,10.11
Manila,Lisbon,10.96,23.19,74.28
Oslo,Moscow,26.05,96.05,46.51
Dakar,Toronto,59.66,59.3,80.96
Vienna,Prague,6.66,29.97,69.33
Oslo,Warsaw,4.47,74.38,87.61
Oslo,Stockholm,40.02,24.61,77.94
Hanoi,Ljubljana,81.53,2.4,84.08
Rome,Tallinn,4.54,80.67,33.98
Warsaw,Osaka,12.73,55.98,27.35
Stockholm,Houston,68.1,76.75,39.31
Brussels,Pretoria,91.05,23.51,76.42
Vienna,Toronto,33.35,38.47,35.01
Tbilisi,Skopje,38.87,58.41,52.48
Chicago,Bern,23.48,37.47,79.13
Sarajevo,Moscow,25.66,4.38,7.8
Skopje,Tallinn,99.41,40.41,7.48
Stockholm,Chicago,24.4,76.28,38.79
Madrid,Houston,50.93,10.22,40.02
Bucharest,Vilnius,97.25,32.07,0.71
Belgrade,Harare,45.13,79.0,43.75
Lima,Bogota,3.82,67.71,60.98
Lisbon,Dakar,68.18,7.52,7.52
Bogota,Prague,78.73,13.35,93.58
Berlin,Madrid,22.84,29.91,51.88
Yerevan,Rome,24.04,93.38,75.18
Accra,Nairobi,91.74,73.21,4.93
Oslo,Zagreb,80.85,11.87,49.29
Pretoria,Beijing,37.15,33.37,19.49
Oslo,Madrid,70.66,84.65,95.29
Podgorica,Beijing,40.5,97.11,59.97
Vilnius,Casablanca,97.21,86.53,28.58
Accra,Athens,3.43,7.16,72.06
Bucharest,Oslo,29.34,71.59,72.54
Miami,Lagos,50.86,74.33,78.02
Harare,Osaka,72.41,86.67,78.42
Bern,Madrid,15.27,48.47,52.2
Moscow,Prague,16.25,76.18,30.24
Lagos,Dakar,56.34,74.12,44.38
Budapest,Houston,46.22,54.4,43.62
Nairobi,Berlin,5.2,84.46,54.44
Lima,Miami,81.14,9.66,62.96
Rome,Havana,61.18,54.13,6.17
Taipei,Madrid,78.84,7.56,44.67
Hanoi,Osaka,57.7,77.17,48.93
Lima,Casablanca,21.37,98.29,46.91
Warsaw,Sydney,11.24,90.5,8.52
Madrid,Pretoria,84.39,83.46,98.24
Dakar,Pretoria,12.36,57.28,57.79
Denver,Madrid,78.56,40.01,72.41
Cairo,Bratislava,4.8,94.56,91.45
Riga,Osaka,5.22,36.73,86.7
Helsinki,Athens,14.78,17.74,59.11
Bratislava,Beijing,17.14,4.35,41.91
Vienna,Munich,53.34,64.76,76.15
Madrid,Warsaw,45.23,67.99,28.62
Toronto,Bogota,97.37,34.58,18.09
Osaka,Detroit,42.77,84.88,16.35
Manila,Warsaw,13.6,74.86,86.16
Vienna,Podgorica,14.7,31.72,90.28
Cairo,Detroit,81.22,38.55,30.68
Belgrade,Madrid,19.86,22.99,4.36
Sarajevo,Havana,67.2,21.35,86.22
Bogota,Miami,37.19,37.38,40.53
Maputo,Podgorica,5.04,9.53,39.98
Zagreb,Nairobi,67.99,34.15,62.24
Pretoria,Ljubljana,94.75,58.33,15.47
Tbilisi,Ottawa,7.77,56.75,87.0
Casablanca,Bogota,22.18,26.13,81.99
Athens,Moscow,5.44,18.26,63.64
Belgrade,Toronto,30.89,38.22,80.91
Nairobi,Lagos,91.33,32.63,42.92
Ottawa,Oslo,8.94,88.95,50.8
Chicago,Miami,64.25,64.01,0.52
Maputo,Budapest,11.44,56.28,64.94
Toronto,Madrid,68.55,79.28,51.95
Riga,Maputo,82.09,93.36,64.3
Riga,Sydney,69.92,68.76,38.15
Beijing,Accra,97.05,42.88,23.63
Nairobi,Warsaw,21.95,63.14,57.3
Tokyo,Dublin,10.7,44.03,44.71
Oslo,Havana,89.95,95.01,32.02
Seoul,Detroit,59.49,39.19,41.03
Toronto,Miami,43.64,2.76,38.62
Dublin,Hanoi,53.42,75.73,42.39
Rome,Bratislava,15.94,91.39,69.13
Houston,Munich,44.6,85.21,33.35
Chicago,Jakarta,27.67,2.07,63.19
Vilnius,Cairo,83.33,94.3,79.01
Manila,Tokyo,71.32,99.94,25.6
Pretoria,Warsaw,91.14,33.5,8.81
Riga,Miami,57.51,28.73,85.1
Denver,Munich,39.56,54.14,15.48
Vienna,Madrid,77.06,21.71,47.04
Sydney,Toronto,82.03,23.22,79.97
Pretoria,Sofia,96.13,0.08,49.7
Pretoria,Sofia,35.8,4.57,8.33
Denver,Pretoria,66.66,65.62,14.25
Riga,Lagos,35.56,72.31,25.43
Podgorica,Chicago,50.66,22.36,52.79
Toronto,Chicago,80.2,100.0,77.71
Moscow,Jakarta,23.49,28.81,79.07
Jakarta,Bucharest,2.35,21.05,44.88
Houston,Dakar,41.59,87.47,7.02
Bogota,Skopje,47.75,58.83,50.43
Chicago,Lagos,77.97,64.16,21.11
Zagreb,Riga,28.73,77.23,97.89
Prague,Yerevan,31.87,74.1,40.24
Bucharest,Lagos,79.92,37.61,96.94
Berlin,Seoul,13.81,61.93,23.21
Riga,Havana,95.95,38.68,23.46
Tallinn,Bogota,83.03,56.84,76.45
Madrid,Miami,31.5,0.48,34.42
Lagos,Beijing,76.32,35.49,77.44
Sydney,Belgrade,88.81,5.51,91.35
Athens,Sofia,71.25,35.66,73.82
Dublin,Bucharest,36.75,5.36,28.17
Taipei,Oslo,60.97,39.13,19.21
Dublin,Lagos,82.57,77.07,70.75
Manila,Nairobi,96.12,93.05,23.7
Brasilia,Munich,56.53,91.47,60.52
Denver,Tallinn,50.06,38.88,92.15
Kampala,Athens,26.98,39.46,28.54
Bern,Accra,82.17,86.87,74.94
Denver,Sydney,50.56,88.72,60.18
Riga,Bratislava,55.11,29.1,48.88
Oslo,Madrid,36.3,63.26,26.93
Bern,Miami,61.29,54.44,12.7
Oslo,Budapest,48.58,97.88,46.64
Riga,Bogota,68.4,92.39,96.15
Miami,Bucharest,4.06,18.56,69.66
Dublin,Bogota,72.56,34.57,44.67
Moscow,Bern,27.76,6.84,3.45
Dublin,Podgorica,74.59,34.32,64.87
Skopje,Yerevan,17.21,86.8,85.21
Pretoria,Stockholm,56.55,91.99,28.81
Ottawa,Brussels,62.12,99.74,65.11
Podgorica,Maputo,2.21,52.41,13.08
Bern,Pretoria,9.03,18.03,41.17
Seoul,Toronto,61.5,17.39,20.61
Bogota,Brussels,28.99,15.85,87.74
Podgorica,Maputo,82.4,50.23,15.38
Prague,Rome,52.62,81.31,73.72
Pretoria,Chicago,58.63,43.12,20.76
Brasilia,Helsinki,59.18,30.6,66.95
Dakar,Havana,86.46,85.82,18.8
Bern,Athens,80.29,54.86,64.78
Lagos,Cairo,9.6,65.01,26.97
Brussels,Vilnius,34.7,66.67,12.11
Maputo,Tokyo,95.6,39.21,63.38
Lisbon,Casablanca,55.6,87.49,14.57
Yerevan,Detroit,27.39,43.05,29.2
Lagos,Sarajevo,3.92,60.06,42.56
Houston,Berlin,29.4,2.42,62.27
Stockholm,Casablanca,20.58,90.27,29.57
Havana,Dublin,43.32,74.09,57.98
Tbilisi,Detroit,63.18,66.55,33.75
Moscow,Tallinn,57.48,18.93,1.87
Budapest,Dublin,72.55,87.46,79.57
Seoul,Miami,88.4,57.58,67.07
Dublin,Stockholm,70.12,93.7,88.93
Houston,Sarajevo,15.88,70.2,58.21
Vienna,Cairo,4.59,55.44,62.68
Accra,Tallinn,61.86,36.9,4.03
Podgorica,Athens,10.03,86.21,58.74
Oslo,Beijing,23.46,94.66,31.94
Jakarta,Denver,41.59,5.41,46.57
Oslo,Osaka,89.46,48.77,8.69
Moscow,Denver,17.4,15.54,92.87
Madrid,Vilnius,84.83,75.57,57.32
Manila,Vilnius,86.91,60.25,55.61
Athens,Beijing,97.35,26.48,95.03
Harare,Dakar,33.35,9.17,31.12
Dakar,Lima,23.81,29.73,76.2
Bucharest,Zagreb,83.5,17.45,39.33
Chicago,Sofia,53.8,17.91,34.73
Brussels,Munich,53.86,77.24,14.64
Toronto,Maputo,86.38,20.78,76.83
Vienna,Lagos,91.23,63.38,86.22
Houston,Sarajevo,68.55,75.41,79.58
Manila,Yerevan,36.77,62.07,43.84
Berlin,Chicago,24.83,66.18,79.22
Dakar,Bucharest,54.05,58.33,32.33
Belgrade,Yerevan,28.57,19.53,85.48
Budapest,Accra,53.39,92.15,66.49
Bratislava,Beijing,79.27,47.06,95.64
Tallinn,Brasilia,66.42,83.64,10.96
Brasilia,Vienna,94.57,59.67,15.51
Casablanca,Bratislava,77.75,52.12,36.46
Havana,Brasilia,29.32,30.45,63.68
Rome,Chicago,87.21,88.24,94.47
Skopje,Cairo,9.2,92.92,43.21
Warsaw,Dakar,40.34,91.02,9.42
Brasilia,Bratislava,59.32,92.38,86.39
Riga,Rome,23.48,55.66,40.04
Berlin,Stockholm,45.77,86.17,88.03
Dublin,Accra,37.86,49.11,23.63
Belgrade,Podgorica,36.83,48.24,94.07
Oslo,Brussels,29.7,51.46,34.71
Lagos,Manila,45.85,67.8,61.67
Taipei,Bern,30.09,72.09,65.27
Pretoria,Houston,62.16,38.11,97.53
Madrid,Warsaw,98.44,65.01,13.9
Belgrade,Taipei,28.43,5.6,68.15
Brasilia,Madrid,99.52,12.51,27.21
Lima,Yerevan,31.85,62.69,84.65
Toronto,Warsaw,41.04,78.28,83.53
Stockholm,Tbilisi,77.93,31.86,51.1
Houston,Miami,19.73,67.55,20.27
Riga,Munich,2.6,68.81,55.61
Riga,Casablanca,10.92,99.87,71.36
Sarajevo,Osaka,13.91,29.39,61.02
Brasilia,Berlin,6.86,26.65,71.84
Lagos,Budapest,42.99,71.51,88.59
Madrid,Accra,0.67,13.94,19.43
Munich,Chicago,74.96,43.46,93.93
Casablanca,Zagreb,2.66,37.03,78.15
Tokyo,Lisbon,33.31,34.68,10.76
Jakarta,Lisbon,54.98,52.6,77.44
Detroit,Ottawa,72.89,87.39,47.58
Munich,Tallinn,92.98,80.28,1.83
Sydney,Detroit,30.66,99.23,91.74
Budapest,Sarajevo,1.47,41.74,46.82
Lagos,Sydney,37.1,71.02,50.07
Maputo,Moscow,7.88,61.62,95.06
Brussels,Moscow,76.08,45.61,47.5
Ottawa,Sarajevo,44.68,86.28,11.06
Stockholm,Nairobi,89.64,7.05,18.46
Beijing,Sydney,78.06,88.88,72.08
Nairobi,Harare,33.84,92.49,46.39
Jakarta,Sydney,12.32,38.96,20.89
Rome,Beijing,71.68,93.41,40.04
Rome,Sydney,54.07,5.91,63.72
Belgrade,Denver,50.76,71.3,12.56
Lisbon,Havana,86.56,96.53,76.29
Rome,Toronto,22.71,22.47,18.5
Zagreb,Riga,56.6,9.88,16.8
Lisbon,Athens,86.16,56.15,7.25
Prague,Vienna,88.72,7.61,11.74
Podgorica,Taipei,97.59,69.69,73.85
Athens,Belgrade,42.76,25.22,63.19
Riga,Tokyo,21.17,2.95,7.35
Jakarta,Lisbon,48.6,22.41,92.65
Sydney,Madrid,89.35,60.44,65.69
Helsinki,Harare,96.78,47.68,98.5
Seoul,Lagos,59.26,75.33,48.47
Podgorica,Bratislava,66.96,44.95,97.76
Brussels,Zagreb,87.7,17.68,18.75
Accra,Zagreb,3.01,21.3,9.59
Houston,Taipei,3.37,32.9,6.66
Cairo,Bratislava,65.9,77.01,67.92
Sofia,Jakarta,12.33,19.65,71.05
Manila,Skopje,57.01,37.84,89.35
Ljubljana,Skopje,98.53,48.79,52.91
Zagreb,Chicago,51.81,8.4,57.68
Prague,Belgrade,29.65,30.52,18.69
Tbilisi,Manila,64.61,85.57,54.47
Sydney,Jakarta,60.25,9.53,69.6
Brussels,Havana,36.1,29.15,26.72
Berlin,Riga,28.2,91.89,27.63
Taipei,Pretoria,64.76,71.76,21.83
Bucharest,Pretoria,7.43,14.28,96.22
Berlin,Nairobi,85.5,55.11,74.73
Berlin,Osaka,75.79,29.61,10.41
Brasilia,Beijing,61.95,72.02,8.09
Lisbon,Stockholm,32.05,97.05,25.43
Skopje,Yerevan,47.77,44.62,23.0
Lima,Manila,80.98,74.74,61.32
Tokyo,Lagos,60.99,31.82,40.2
Rome,Vienna,22.03,79.17,88.52
Lima,Budapest,95.98,86.07,4.75
Belgrade,Casablanca,65.67,8.81,25.9
Skopje,Munich,59.33,74.29,25.36
Athens,Kampala,89.48,53.02,6.45
Toronto,Belgrade,54.3,75.04,84.73
Brussels,Bogota,89.56,86.36,71.02
Seoul,Accra,38.21,45.15,28.85
Vilnius,Tokyo,73.02,20.17,49.8
Zagreb,Helsinki,53.83,63.67,18.46
Budapest,Riga,42.26,55.98,33.02
Bogota,Lima,53.17,59.16,36.07
Beijing,Bogota,86.08,31.11,95.83
Dakar,Bogota,94.1,62.73,33.22
Tbilisi,Riga,68.06,29.37,27.78
Cairo,Maputo,35.84,63.92,80.7
Sofia,Lisbon,80.16,67.03,40.36
Tbilisi,Riga,72.12,35.73,16.63
Bucharest,Dakar,46.54,33.7,14.28
Bucharest,Toronto,62.68,15.49,13.68
Bern,Rome,68.5,33.79,47.68
Budapest,Oslo,61.61,45.71,3.14
Sydney,Harare,82.77,65.63,34.82
Lima,Bucharest,7.98,71.36,86.8
Pretoria,Manila,91.61,91.14,48.43
Harare,Skopje,39.92,12.97,69.77
Ottawa,Zagreb,91.34,28.85,7.14
Accra,Tbilisi,36.32,14.14,63.65
Harare,Oslo,0.58,47.23,91.34
Bogota,Detroit,85.55,61.96,31.27
Bern,Prague,73.18,49.52,18.12
Taipei,Bucharest,77.62,54.91,93.37
Yerevan,Tbilisi,67.27,55.54,47.19
Beijing,Harare,60.71,54.89,64.97
Toronto,Tallinn,75.96,93.95,75.1
Sarajevo,Beijing,73.45,58.18,31.87
Pretoria,Berlin,35.73,64.67,83.56
Sofia,Houston,86.23,92.68,81.4
Sofia,Osaka,74.84,96.88,84.46
Lagos,Accra,54.37,38.13,22.35
Detroit,Skopje,78.07,56.49,65.94
Sofia,Cairo,44.21,21.88,80.52
Budapest,Stockholm,96.32,64.92,26.58
Sofia,Bucharest,33.3,79.18,53.39
Rome,Ljubljana,10.5,42.7,5.36
Cairo,Harare,23.14,1.53,1.1
Taipei,Belgrade,30.0,36.68,28.28
Riga,Lima,41.11,83.29,73.21
Stockholm,Manila,33.43,9.56,40.11
Berlin,Prague,37.99,56.02,81.07
Kampala,Vienna,0.54,76.92,16.84
Toronto,Dakar,53.82,55.29,39.28
Hanoi,Maputo,43.76,74.8,4.76
Lima,Bern,22.8,92.38,77.3
Helsinki,Sarajevo,11.53,11.53,44.28
Sofia,Oslo,65.79,33.66,30.64
Maputo,Vilnius,22.54,87.01,6.33
Stockholm,Prague,75.13,17.03,39.36
Budapest,Zagreb,20.73,13.01,59.15
Yerevan,Kampala,30.03,82.02,1.7
Tbilisi,Belgrade,33.22,21.14,56.16
Madrid,Kampala,17.73,13.63,8.69
Zagreb,Munich,52.05,32.28,26.75
Dakar,Manila,39.68,12.01,26.65
Bucharest,Jakarta,78.3,23.44,22.54
Toronto,Detroit,30.23,84.77,25.88
Chicago,Maputo,82.52,64.91,79.5
Osaka,Yerevan,19.71,2.31,66.23
Harare,Manila,40.11,40.6,3.11
Skopje,Dublin,28.58,77.58,36.54
Manila,Berlin,73.12,39.65,72.24
Bratislava,Warsaw,60.06,45.87,56.37
Tbilisi,Tallinn,42.35,28.44,47.58
Bratislava,Brasilia,23.03,74.03,3.76
Vilnius,Pretoria,93.86,17.37,59.4
Moscow,Riga,56.85,5.55,17.8
Accra,Zagreb,32.1,88.95,34.52
Bogota,Athens,64.22,77.92,37.14
Budapest,Dublin,79.44,30.7,75.48
Havana,Dakar,31.58,94.83,68.45
Dublin,Manila,72.82,5.07,64.26
Riga,Moscow,68.96,72.97,8.44
Houston,Podgorica,62.85,84.79,1.69
Skopje,Taipei,67.49,43.58,91.71
Vienna,Belgrade,75.26,46.95,60.79
Detroit,Denver,66.01,86.22,68.92
Bogota,Tbilisi,44.59,41.33,90.33
Vilnius,Tokyo,11.2,96.36,56.18
Tbilisi,Bogota,98.08,10.74,13.21
Podgorica,Yerevan,78.16,42.95,24.35
Riga,Munich,43.72,57.66,72.08
Accra,Tbilisi,13.64,55.29,85.29
Brasilia,Vienna,91.95,74.78,13.38
Accra,Havana,87.0,51.83,49.55
Dakar,Toronto,41.22,11.83,12.88
Maputo,Lagos,11.78,8.5,45.29
Tokyo,Osaka,29.39,89.09,58.83
Denver,Tallinn,54.87,58.5,31.01
Bogota,Havana,1.4,72.38,3.62
Brussels,Nairobi,43.54,37.63,60.22
Tbilisi,Brasilia,21.0,40.51,89.91
Detroit,Maputo,4.78,54.47,29.05
Madrid,Berlin,29.15,61.39,14.48
Sydney,Bratislava,59.32,31.45,53.23
Dublin,Sydney,25.76,77.31,68.06
Jakarta,Dublin,74.22,94.67,73.95
Stockholm,Lima,27.91,27.5,40.93
Taipei,Oslo,26.26,50.7,70.42
Bern,Houston,92.57,94.92,25.21
Accra,Nairobi,42.57,48.79,78.57
Madrid,Denver,27.39,84.8,98.02
Prague,Skopje,37.99,16.89,19.87
Sarajevo,Harare,69.39,38.58,38.93
Bern,Lagos,12.54,32.54,3.65
Vienna,Podgorica,35.25,60.66,87.49
Yerevan,Vienna,3.87,77.2,22.8
Harare,Stockholm,73.13,65.72,15.27
Osaka,Brussels,92.61,51.96,57.11
Zagreb,Harare,39.8,4.06,46.93
Warsaw,Ottawa,92.85,75.48,72.24
Ljubljana,Osaka,57.71,83.84,80.91
Pretoria,Denver,96.76,61.69,94.62
Belgrade,Miami,83.95,43.27,79.63
Houston,Vilnius,35.11,45.57,36.75
Manila,Osaka,25.04,91.26,73.65
Yerevan,Beijing,72.1,9.22,35.36
Hanoi,Moscow,30.76,55.66,4.14
Bucharest,Sarajevo,18.45,34.67,2.89
Stockholm,Beijing,37.48,11.33,88.05
Rome,Harare,93.16,74.88,11.74
Beijing,Budapest,75.87,44.14,15.9
Yerevan,Warsaw,40.74,92.29,24.2
Sofia,Tbilisi,45.01,56.3,21.68
Tbilisi,Maputo,53.55,99.18,28.51
Skopje,Vienna,33.34,91.47,9.16
Sydney,Vienna,79.69,94.32,5.42
Kampala,Belgrade,83.71,73.62,79.7
Warsaw,Vilnius,95.27,59.81,53.29
Podgorica,Tallinn,86.92,80.58,16.35
Jakarta,Bratislava,66.44,33.06,77.46
Sydney,Madrid,27.41,74.06,48.39
Vilnius,Dublin,54.96,10.75,16.08
Ljubljana,Lima,59.17,74.65,56.57
Cairo,Skopje,97.06,31.61,33.75
Brussels,Cairo,83.97,41.21,51.54
Rome,Skopje,61.45,12.43,90.68
Denver,Brussels,6.28,66.71,16.47
Brasilia,Oslo,98.49,94.58,82.84
Yerevan,Riga,21.71,19.09,29.96
Hanoi,Athens,83.32,40.87,94.35
Manila,Toronto,67.59,16.03,23.86
Casablanca,Helsinki,53.83,72.28,1.47
Pretoria,Skopje,7.17,19.68,68.16
Toronto,Casablanca,76.46,71.66,14.54
Prague,Madrid,60.35,52.74,96.19
Oslo,Madrid,32.72,52.61,11.41
Hanoi,Lima,25.3,6.17,80.88
Ljubljana,Taipei,64.91,52.31,14.04
Zagreb,Hanoi,25.82,84.94,73.39
Madrid,Bogota,60.38,44.75,49.62
Accra,Nairobi,40.47,8.7,30.71
Chicago,Zagreb,83.62,4.64,12.49
Sarajevo,Tallinn,33.91,13.33,58.53
Ottawa,Stockholm,79.25,63.17,12.73
Berlin,Skopje,74.43,62.61,98.69
Pretoria,Warsaw,87.01,14.66,27.33
Berlin,Rome,33.77,88.36,76.72
Beijing,Maputo,66.67,84.35,16.73
Dakar,Athens,53.03,65.36,24.73
Tbilisi,Vilnius,4.55,19.14,31.92
Denver,Havana,3.16,19.98,70.47
Bratislava,Tbilisi,81.34,20.12,86.26
Yerevan,Bern,9.87,27.35,75.18
Lima,Taipei,38.18,81.22,72.67
Taipei,Pretoria,61.31,8.62,22.43
Berlin,Prague,0.96,19.93,14.62
Tbilisi,Sydney,12.0,0.74,93.85
Bogota,Taipei,11.47,55.1,49.32
Sydney,Pretoria,60.02,4.6,86.8
Brasilia,Oslo,66.44,0.13,49.62
Bucharest,Ottawa,97.55,23.34,60.41
Warsaw,Pretoria,27.01,73.26,12.0
Hanoi,Bratislava,80.6,32.57,85.51
Moscow,Prague,51.35,93.58,9.11
Belgrade,Yerevan,8.58,0.6,88.68
Riga,Tokyo,26.51,12.85,32.5
Accra,Houston,66.01,79.06,81.12
Vilnius,Zagreb,74.23,4.46,19.41
Berlin,Bratislava,69.99,96.42,13.85
Beijing,Tallinn,51.05,5.38,69.84
Lima,Prague,74.36,84.54,33.17
Tokyo,Yerevan,91.86,33.12,1.41
Moscow,Berlin,90.92,63.5,89.59
Manila,Osaka,8.75,36.09,15.41
Taipei,Kampala,53.82,6.32,55.99
Houston,Belgrade,75.6,45.09,6.92
Belgrade,Munich,36.23,59.9,65.57
Moscow,Bogota,4.35,99.47,80.91
Accra,Skopje,81.36,0.28,33.16
Brussels,Bogota,38.49,32.6,21.68
Berlin,Brasilia,40.27,51.19,62.6
Sarajevo,Nairobi,46.05,73.18,37.51
Lima,Pretoria,88.79,82.95,76.53
Havana,Athens,17.26,48.91,63.2
Bern,Tokyo,14.02,14.58,91.84
Warsaw,Skopje,34.68,66.8,89.64
Pretoria,Dakar,3.73,8.83,8.26
Tbilisi,Bern,21.37,28.74,72.07
Beijing,Chicago,2.33,42.64,54.76
Detroit,Lisbon,36.44,49.26,86.15
Sofia,Houston,7.7,4.55,61.58
Dublin,Sofia,19.61,4.42,97.17
Pretoria,Stockholm,25.14,76.25,85.7
Miami,Dublin,53.0,46.67,10.69
Toronto,Brussels,27.99,17.68,32.45
Kampala,Jakarta,97.2,68.78,45.92
Lisbon,Rome,64.61,26.22,14.71
Manila,Taipei,50.63,51.35,43.75
Prague,Skopje,42.41,78.22,22.65
Athens,Riga,96.71,71.7,65.72
Sofia,Miami,70.37,4.53,73.52
Belgrade,Berlin,96.31,15.29,96.61
Madrid,Houston,75.28,44.74,4.19
Athens,Manila,39.2,25.33,10.35
Houston,Chicago,62.01,61.19,98.59
Havana,Sydney,67.85,17.23,78.32
Belgrade,Lima,6.94,91.28,0.69
Casablanca,Ljubljana,79.34,40.53,0.53
Miami,Accra,47.65,44.14,5.85
Osaka,Oslo,73.73,76.27,98.52
Dublin,Ljubljana,61.98,8.71,16.61
Beijing,Warsaw,20.17,0.35,29.34
Oslo,Nairobi,29.98,86.48,53.09
Sydney,Casablanca,62.07,85.17,62.38
Tallinn,Sofia,71.81,68.28,31.25
Maputo,Athens,20.01,54.02,88.73
Athens,Seoul,14.63,37.58,7.16
Sydney,Madrid,31.17,2.22,23.07
Vienna,Maputo,21.08,81.07,20.63
Vilnius,Brasilia,94.99,6.33,9.03
Chicago,Tallinn,38.44,52.05,50.8
Maputo,Detroit,58.54,82.29,90.38
Sofia,Accra,24.58,55.93,7.49
Rome,Toronto,54.2,11.11,93.68
Detroit,Dublin,35.42,75.3,48.53
Sarajevo,Rome,31.83,61.25,36.42
Brussels,Tokyo,29.78,21.27,76.5
Toronto,Lima,21.89,51.95,36.52
Bratislava,Jakarta,10.13,81.92,25.07
Podgorica,Jakarta,37.9,66.96,15.06
